,date,open,close,high,low,volume,code
0,2006-09-15,2.46,2.651,2.674,2.345,210757.81,002068
1,2006-09-18,2.563,2.735,2.846,2.531,136393.35,002068
2,2006-09-19,2.697,2.647,2.743,2.638,82495.66,002068
3,2006-09-20,2.601,2.613,2.632,2.554,43129.37,002068
4,2006-09-21,2.592,2.651,2.693,2.563,48187.48,002068
5,2006-09-22,2.651,2.613,2.685,2.6,31970.44,002068
6,2006-09-25,2.571,2.481,2.609,2.445,32813.66,002068
7,2006-09-26,2.464,2.512,2.512,2.418,21336.05,002068
8,2006-09-27,2.523,2.502,2.557,2.47,16735.0,002068
9,2006-09-28,2.496,2.506,2.535,2.483,11552.03,002068
10,2006-09-29,2.506,2.535,2.573,2.493,19875.79,002068
11,2006-10-09,2.563,2.508,2.563,2.485,15278.23,002068
12,2006-10-10,2.508,2.502,2.535,2.479,12425.21,002068
13,2006-10-11,2.502,2.559,2.573,2.466,16957.0,002068
14,2006-10-12,2.559,2.485,2.567,2.483,12707.45,002068
15,2006-10-13,2.475,2.473,2.51,2.468,9965.4,002068
16,2006-10-16,2.473,2.485,2.502,2.454,7497.3,002068
17,2006-10-18,2.475,2.466,2.483,2.433,11210.0,002068
18,2006-10-19,2.464,2.489,2.489,2.451,9336.17,002068
19,2006-10-20,2.489,2.479,2.493,2.441,7974.13,002068
20,2006-10-23,2.46,2.355,2.473,2.344,14777.72,002068
21,2006-10-24,2.355,2.386,2.387,2.347,14359.64,002068
22,2006-10-25,2.403,2.397,2.433,2.374,10139.14,002068
23,2006-10-26,2.407,2.382,2.422,2.37,6383.32,002068
24,2006-10-27,2.368,2.303,2.384,2.296,14316.51,002068
25,2006-10-30,2.288,2.265,2.307,2.231,11617.56,002068
26,2006-10-31,2.273,2.3,2.307,2.252,8521.33,002068
27,2006-11-01,2.292,2.309,2.313,2.282,9495.89,002068
28,2006-11-02,2.315,2.323,2.345,2.294,9407.81,002068
29,2006-11-03,2.323,2.344,2.344,2.309,10577.46,002068
30,2006-11-06,2.328,2.321,2.351,2.307,6900.7,002068
31,2006-11-07,2.311,2.351,2.366,2.269,13110.65,002068
32,2006-11-08,2.357,2.338,2.357,2.313,6461.31,002068
33,2006-11-09,2.34,2.357,2.368,2.326,9366.15,002068
34,2006-11-10,2.351,2.309,2.351,2.275,7891.4,002068
35,2006-11-13,2.302,2.302,2.311,2.221,7500.32,002068
36,2006-11-14,2.275,2.324,2.324,2.254,5453.18,002068
37,2006-11-15,2.33,2.34,2.345,2.292,6806.14,002068
38,2006-11-17,2.33,2.326,2.33,2.296,8812.23,002068
39,2006-11-20,2.33,2.397,2.399,2.315,17164.5,002068
40,2006-11-21,2.389,2.422,2.473,2.351,23493.9,002068
41,2006-11-22,2.426,2.418,2.445,2.387,10293.47,002068
42,2006-11-23,2.407,2.422,2.431,2.372,9550.5,002068
43,2006-11-24,2.422,2.424,2.428,2.372,10736.42,002068
44,2006-11-27,2.437,2.502,2.527,2.43,21296.02,002068
45,2006-11-28,2.491,2.46,2.512,2.443,10234.13,002068
46,2006-11-29,2.424,2.468,2.47,2.403,14954.89,002068
47,2006-11-30,2.485,2.489,2.531,2.485,22780.62,002068
48,2006-12-01,2.493,2.517,2.536,2.46,19076.45,002068
49,2006-12-04,2.512,2.521,2.563,2.483,18566.86,002068
50,2006-12-05,2.552,2.536,2.578,2.502,18435.36,002068
51,2006-12-06,2.533,2.502,2.533,2.424,16512.04,002068
52,2006-12-07,2.487,2.47,2.536,2.468,12884.66,002068
53,2006-12-08,2.47,2.447,2.535,2.445,22561.93,002068
54,2006-12-12,2.517,2.504,2.536,2.451,20820.03,002068
55,2006-12-13,2.489,2.571,2.571,2.458,29729.15,002068
56,2006-12-14,2.569,2.561,2.586,2.523,20157.8,002068
57,2006-12-15,2.523,2.5,2.533,2.493,32614.88,002068
58,2006-12-18,2.502,2.498,2.531,2.483,20216.05,002068
59,2006-12-19,2.464,2.447,2.477,2.384,48785.39,002068
60,2006-12-20,2.435,2.46,2.473,2.418,21303.07,002068
61,2006-12-21,2.47,2.418,2.473,2.403,23714.39,002068
62,2006-12-22,2.41,2.405,2.431,2.378,14093.15,002068
63,2006-12-25,2.395,2.387,2.426,2.387,11791.15,002068
64,2006-12-26,2.387,2.338,2.416,2.324,15987.95,002068
65,2006-12-27,2.338,2.347,2.361,2.315,11110.84,002068
66,2006-12-28,2.359,2.282,2.368,2.254,13167.2,002068
67,2006-12-29,2.29,2.319,2.328,2.281,14663.38,002068
68,2007-01-04,2.321,2.288,2.33,2.284,14646.29,002068
69,2007-01-05,2.286,2.368,2.372,2.263,13434.67,002068
70,2007-01-08,2.366,2.416,2.418,2.351,14488.88,002068
71,2007-01-09,2.42,2.414,2.451,2.407,18800.94,002068
72,2007-01-10,2.418,2.464,2.47,2.389,19986.21,002068
73,2007-01-11,2.473,2.477,2.533,2.445,24958.94,002068
74,2007-01-12,2.502,2.424,2.557,2.407,17947.12,002068
75,2007-01-15,2.416,2.493,2.51,2.409,16074.96,002068
76,2007-01-16,2.617,2.743,2.743,2.617,26283.57,002068
77,2007-01-17,2.922,2.794,2.922,2.733,70262.29,002068
78,2007-01-18,2.785,2.989,3.054,2.769,43383.96,002068
79,2007-01-19,3.035,3.037,3.085,2.98,36018.38,002068
80,2007-01-22,3.073,3.172,3.178,3.039,33887.51,002068
81,2007-01-23,3.211,3.197,3.279,3.134,33667.09,002068
82,2007-01-24,3.167,3.161,3.207,3.132,24607.88,002068
83,2007-01-25,3.167,2.97,3.18,2.96,24492.57,002068
84,2007-01-26,2.939,3.104,3.113,2.926,27936.1,002068
85,2007-01-29,3.073,3.215,3.228,3.073,25659.17,002068
86,2007-01-30,3.226,3.113,3.226,3.094,19114.96,002068
87,2007-01-31,3.096,2.96,3.113,2.941,22138.42,002068
88,2007-02-01,2.957,3.037,3.056,2.957,16466.27,002068
89,2007-02-02,3.046,2.926,3.046,2.922,10298.2,002068
90,2007-02-05,2.926,2.957,2.997,2.92,7343.89,002068
91,2007-02-06,2.953,3.022,3.024,2.932,9104.72,002068
92,2007-02-07,3.031,3.027,3.094,3.001,9555.69,002068
93,2007-02-08,3.037,3.056,3.064,2.999,9108.09,002068
94,2007-02-09,3.079,3.033,3.085,3.01,7668.85,002068
95,2007-02-12,3.033,3.119,3.13,3.022,10280.61,002068
96,2007-02-13,3.134,3.215,3.237,3.09,12914.2,002068
97,2007-02-14,3.3,3.199,3.321,3.184,36370.94,002068
98,2007-02-15,3.18,3.195,3.224,3.134,30066.88,002068
99,2007-02-16,3.205,3.234,3.302,3.14,33866.99,002068
100,2007-02-26,3.241,3.346,3.36,3.19,20725.98,002068
101,2007-02-27,3.342,3.012,3.358,3.012,32573.28,002068
102,2007-02-28,2.999,3.079,3.092,2.962,16805.3,002068
103,2007-03-01,3.056,2.901,3.064,2.884,20838.85,002068
104,2007-03-02,2.903,3.035,3.045,2.903,15941.99,002068
105,2007-03-05,3.054,3.054,3.113,2.98,16768.25,002068
106,2007-03-06,3.016,2.96,3.016,2.918,19657.32,002068
107,2007-03-07,2.955,3.06,3.06,2.951,17940.51,002068
108,2007-03-08,3.066,3.069,3.106,3.041,16776.4,002068
109,2007-03-09,3.113,3.043,3.113,3.022,14905.32,002068
110,2007-03-12,3.05,3.117,3.117,3.025,20832.58,002068
111,2007-03-13,3.134,3.428,3.428,3.098,87613.75,002068
112,2007-03-14,3.463,3.669,3.738,3.381,83020.87,002068
113,2007-03-15,3.667,3.717,3.818,3.61,50978.27,002068
114,2007-03-16,3.69,3.734,3.858,3.658,36649.55,002068
115,2007-03-19,3.64,4.106,4.106,3.631,40252.87,002068
116,2007-03-20,4.126,4.084,4.143,3.975,16783.02,002068
117,2007-03-21,4.087,4.087,4.162,3.982,16220.18,002068
118,2007-03-22,4.049,4.015,4.2,3.992,13985.8,002068
119,2007-03-23,4.011,3.971,4.105,3.856,15526.6,002068
120,2007-03-26,3.927,3.969,4.064,3.906,13395.68,002068
121,2007-03-27,3.992,3.969,4.064,3.935,11080.16,002068
122,2007-03-28,3.956,4.118,4.118,3.841,22752.85,002068
123,2007-03-29,4.126,3.908,4.297,3.908,29714.84,002068
124,2007-03-30,3.896,4.021,4.021,3.868,14829.51,002068
125,2007-04-02,4.085,3.986,4.087,3.915,8592.75,002068
126,2007-04-03,3.973,4.032,4.084,3.94,11678.13,002068
127,2007-04-05,4.087,3.973,4.087,3.954,14104.56,002068
128,2007-04-06,3.938,4.16,4.202,3.935,17931.51,002068
129,2007-04-09,4.168,4.106,4.198,4.049,20310.88,002068
130,2007-04-10,4.108,4.164,4.269,3.975,20897.94,002068
131,2007-04-11,4.169,4.24,4.257,4.068,31096.64,002068
132,2007-04-12,4.297,4.576,4.662,4.259,30841.0,002068
133,2007-04-13,4.584,4.374,4.637,4.359,20541.5,002068
134,2007-04-16,4.297,4.397,4.475,4.252,17580.21,002068
135,2007-04-17,4.299,4.485,4.517,4.296,16119.76,002068
136,2007-04-18,4.487,4.508,4.546,4.412,15199.36,002068
137,2007-04-19,4.542,4.106,4.544,4.064,13931.34,002068
138,2007-04-20,4.116,4.252,4.317,4.116,11416.73,002068
139,2007-04-23,4.252,4.332,4.385,4.202,16316.85,002068
140,2007-04-24,4.345,4.458,4.582,4.332,16288.53,002068
141,2007-04-25,4.483,4.282,4.487,4.206,16594.81,002068
142,2007-04-26,4.181,4.143,4.259,4.087,21916.72,002068
143,2007-04-27,4.135,4.001,4.135,3.936,21309.21,002068
144,2007-04-30,3.992,4.042,4.085,3.963,12916.54,002068
145,2007-05-08,4.116,4.122,4.16,4.022,17783.71,002068
146,2007-05-09,4.139,4.021,4.139,3.935,12086.98,002068
147,2007-05-10,4.032,4.011,4.084,3.954,18574.12,002068
148,2007-05-11,4.028,3.977,4.028,3.898,20769.93,002068
149,2007-05-14,3.957,4.087,4.154,3.915,21510.83,002068
150,2007-05-15,4.116,3.94,4.133,3.915,13596.72,002068
151,2007-05-16,3.923,4.082,4.091,3.921,12339.54,002068
152,2007-05-17,4.106,4.133,4.154,4.013,21321.85,002068
153,2007-05-18,4.141,4.324,4.469,4.141,27821.11,002068
154,2007-05-21,4.202,4.443,4.546,4.166,31190.04,002068
155,2007-05-22,4.403,4.374,4.546,4.336,26185.66,002068
156,2007-05-23,4.38,4.404,4.435,4.336,15492.41,002068
157,2007-05-24,4.473,4.45,4.584,4.374,23307.63,002068
158,2007-05-25,4.458,4.473,4.555,4.336,19838.43,002068
159,2007-05-28,4.527,4.61,4.718,4.527,18607.49,002068
160,2007-05-29,4.622,4.541,4.622,4.508,19704.73,002068
161,2007-05-30,4.235,4.086,4.421,4.086,15786.58,002068
162,2007-05-31,4.065,3.949,4.123,3.724,19781.59,002068
163,2007-06-01,3.949,3.865,4.104,3.853,17405.82,002068
164,2007-06-04,3.899,3.512,4.007,3.487,14648.31,002068
165,2007-06-05,3.493,3.578,3.587,3.161,21836.25,002068
166,2007-06-06,3.578,3.709,3.772,3.47,20004.29,002068
167,2007-06-07,3.703,3.921,3.998,3.641,16510.43,002068
168,2007-06-08,3.94,3.901,3.988,3.834,11233.4,002068
169,2007-06-11,3.901,4.003,4.023,3.901,11451.27,002068
170,2007-06-12,4.003,4.094,4.123,3.94,13430.92,002068
171,2007-06-13,4.161,4.181,4.296,4.096,12304.52,002068
172,2007-06-14,4.177,4.129,4.267,4.069,10289.0,002068
173,2007-06-15,4.142,4.335,4.389,4.123,16578.71,002068
174,2007-06-18,4.518,4.431,4.62,4.36,17138.15,002068
175,2007-06-19,4.431,4.435,4.518,4.375,10759.88,002068
176,2007-06-20,4.429,4.208,4.473,4.181,15554.09,002068
177,2007-06-21,4.277,4.258,4.298,4.084,8925.48,002068
178,2007-06-22,4.258,4.007,4.275,3.894,10800.18,002068
179,2007-06-25,4.007,3.699,4.104,3.622,9149.0,002068
180,2007-06-26,3.93,4.069,4.069,3.734,12679.15,002068
181,2007-06-27,4.104,4.398,4.475,4.104,22706.62,002068
182,2007-06-28,4.373,4.138,4.47,4.138,16914.02,002068
183,2007-06-29,4.028,4.393,4.489,4.007,21611.27,002068
184,2007-07-02,4.296,4.832,4.832,4.296,52623.98,002068
